1	3
2	0
3	0
4	1
5	0
6	7
7	16
8	1
9	0
10	2
11	0
12	4
13	1
14	0
15	0
16	0
17	0
18	0
19	1
20	1
21	0
22	4
23	0
24	0
25	2
26	5
27	5
28	10
29	6
30	4
31	2
32	2
33	5
34	5
35	3
36	1
37	1
38	3
39	1
40	0
41	4
42	12
43	9
44	3
45	4
46	3
47	2
48	13
49	9
50	2
51	0
52	0
53	0
54	0
55	1
56	1
57	0
58	0
59	0
60	4
61	4
62	1
63	2
64	0
65	0
66	0
67	1
68	1
69	13
70	1
71	0
72	2
73	10
74	46
75	50
76	58
77	50
78	3
79	0
80	2
81	2
82	1
83	2
84	0
85	1
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	1
99	0
100	0
101	1
102	7
103	41
104	18
105	35
106	18
107	3
108	11
109	57
110	120
111	77
112	4
113	2
114	1
115	1
116	0
117	0
118	0
119	0
120	0
121	0
122	1
123	0
124	0
125	0
126	0
127	0
128	1
129	0
130	0
131	0
132	0
133	0
134	1
135	0
136	0
137	0
138	0
139	1
140	0
141	1
142	0
143	0
144	0
145	1
146	0
147	0
148	1
149	3
150	0
151	1
152	3
153	2
154	3
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	4
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	2
177	4
178	0
179	0
180	0
181	27
182	11
183	25
184	8
185	12
186	11
187	1
188	1
189	3
190	0
191	3
192	5
193	1
194	0
195	0
196	0
197	1
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	1
206	1
207	0
208	0
209	0
210	0
211	0
212	1
213	0
214	0
215	1
216	5
217	0
218	2
219	2
220	0
221	9
222	0
223	3
224	1
225	0
226	0
227	0
228	1
229	5
230	4
231	4
232	3
233	0
234	0
235	0
236	1
237	0
238	0
239	0
240	4
241	0
242	0
243	0
244	0
245	0
246	0
247	1
248	0
249	0
250	7
251	8
252	4
253	1
254	1
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	1
264	0
265	0
266	0
267	4
268	0
269	0
270	0
271	0
272	1
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	1
283	2
284	10
285	9
286	1
287	3
288	3
289	0
290	0
291	1
292	0
293	2
294	0
295	0
296	0
297	0
298	8
299	1
300	3
301	0
302	0
303	0
304	0
305	2
306	5
307	2
308	2
309	1
310	0
311	2
312	1
313	0
314	0
315	0
316	0
317	0
318	1
319	2
320	3
321	0
322	1
323	1
324	0
325	2
326	5
327	0
328	1
329	3
330	0
331	1
332	0
333	0
334	0
335	0
336	5
337	0
338	3
339	52
340	31
341	8
342	10
343	1
344	2
345	0
346	5
347	4
348	1
349	2
350	0
351	0
352	2
353	3
354	0
355	1
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	1
365	3
366	12
367	4
368	3
369	1
370	14
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	1
393	7
394	5
395	1
396	1
397	1
398	0
399	0
400	1
401	1
402	0
403	0
404	2
405	1
406	5
407	0
408	2
409	0
410	1
411	0
412	0
413	0
414	1
415	0
416	0
417	1
418	8
419	4
420	2
421	7
422	8
423	0
424	0
425	0
426	0
427	2
428	1
429	0
430	0
431	0
432	0
433	1
434	0
435	2
436	0
437	0
438	0
439	0
440	1
441	2
442	4
443	5
444	0
445	0
446	0
447	1
448	0
449	0
450	0
451	4
452	5
453	0
454	1
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	1
464	0
465	1
466	0
467	3
468	12
469	416
470	30
471	0
472	1
473	1
474	2
475	1
476	1
477	0
478	0
479	0
480	1
481	1
482	0
483	0
484	1
485	0
486	0
487	1
488	0
489	0
490	0
491	4
492	0
493	3
494	0
495	0
496	0
497	3
498	1
499	0
500	0
501	1
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	1
521	0
522	0
523	1
524	2
525	0
526	0
527	1
528	0
529	0
530	0
531	0
532	0
533	0
534	2
535	0
536	0
537	2
538	1
539	3
540	1
541	8
542	0
543	0
544	0
545	0
546	0
547	1
548	4
549	0
550	1
551	5
552	0
553	0
554	2
555	2
556	3
557	1
558	3
559	1
560	0
561	0
562	0
563	0
564	3
565	1
566	0
567	0
568	0
569	0
570	0
571	2
572	3
573	2
574	0
575	1
576	1
577	0
578	1
579	0
580	0
581	0
582	1
583	0
584	0
585	1
586	1
587	4
588	1
589	8
590	3
591	2
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	1
603	0
604	1
605	0
606	0
607	0
608	1
609	1
610	7
611	7
612	10
613	5
614	0
615	0
616	0
617	0
618	1
619	1
620	1
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	1
631	0
632	6
633	9
634	19
635	22
636	11
637	6
638	11
639	2
640	17
641	15
642	12
643	13
644	7
645	3
646	1
647	0
648	0
649	3
650	2
651	0
652	1
653	1
654	0
655	0
656	0
657	0
658	0
659	0
660	6
661	7
662	3
663	0
664	0
665	0
666	0
667	0
668	0
669	1
670	0
671	4
672	1
673	6
674	1
675	0
676	0
677	1
678	11
679	2
680	0
681	0
682	0
683	10
684	4
685	1
686	0
687	0
688	0
689	0
690	0
691	1
692	0
693	0
694	0
695	0
696	0
697	1
698	5
699	56
700	8
701	2
702	0
703	0
704	0
705	0
706	2
707	0
708	0
709	1
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	2
726	4
727	3
728	12
729	2
730	3
731	0
732	0
733	0
734	1
735	0
736	2
737	1
738	0
739	1
740	2
741	2
742	1
743	0
744	1
745	0
746	2
747	1
748	1
749	0
750	1
751	0
752	1
753	0
754	0
755	0
756	1
757	0
758	0
759	4
760	4
761	5
762	1
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	1
779	0
780	0
781	0
782	0
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	3
797	6
798	48
799	4
800	3
801	0
802	0
803	0
804	0
805	1
806	0
807	7
808	12
809	0
810	0
811	0
812	1
813	2
814	0
815	1
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	2
835	0
836	2
837	0
838	2
839	1
840	2
841	5
842	3
843	6
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	1
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	0
880	0
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
