1	0
2	0
3	0
4	0
5	0
6	1
7	0
8	4
9	1
10	1
11	0
12	0
13	3
14	2
15	0
16	2
17	2
18	3
19	2
20	0
21	0
22	3
23	2
24	0
25	3
26	2
27	10
28	9
29	1
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	2
41	3
42	22
43	5
44	0
45	0
46	3
47	2
48	2
49	2
50	2
51	1
52	0
53	1
54	0
55	1
56	6
57	5
58	11
59	2
60	2
61	21
62	7
63	1
64	0
65	5
66	10
67	22
68	3
69	6
70	0
71	7
72	1
73	6
74	22
75	3
76	18
77	34
78	3
79	2
80	10
81	12
82	0
83	1
84	0
85	3
86	1
87	0
88	0
89	1
90	0
91	0
92	1
93	0
94	0
95	1
96	6
97	2
98	11
99	1
100	35
101	2
102	0
103	3
104	2
105	4
106	5
107	1
108	5
109	2
110	0
111	0
112	0
113	0
114	0
115	2
116	2
117	0
118	2
119	0
120	1
121	3
122	0
123	0
124	0
125	1
126	0
127	0
128	0
129	0
130	6
131	4
132	2
133	1
134	0
135	0
136	1
137	1
138	1
139	6
140	1
141	1
142	3
143	2
144	1
145	11
146	0
147	0
148	7
149	4
150	3
151	20
152	8
153	5
154	54
155	3
156	1
157	0
158	5
159	1
160	0
161	0
162	0
163	0
164	4
165	0
166	4
167	7
168	6
169	2
170	0
171	3
172	0
173	1
174	4
175	3
176	3
177	0
178	1
179	0
180	0
181	6
182	1
183	1
184	1
185	0
186	3
187	6
188	0
189	6
190	1
191	1
192	5
193	2
194	1
195	3
196	6
197	4
198	0
199	5
200	0
201	0
202	5
203	0
204	0
205	0
206	1
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	10
215	10
216	4
217	0
218	1
219	1
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	1
228	1
229	0
230	0
231	1
232	0
233	1
234	0
235	0
236	0
237	14
238	4
239	2
240	0
241	0
242	0
243	0
244	1
245	5
246	2
247	4
248	2
249	0
250	11
251	0
252	0
253	0
254	0
255	1
256	6
257	5
258	1
259	2
260	1
261	9
262	0
263	6
264	0
265	0
266	0
267	1
268	1
269	0
270	3
271	3
272	0
273	1
274	2
275	0
276	11
277	5
278	2
279	0
280	0
281	0
