1	2
2	4
3	1
4	0
5	0
6	0
7	0
8	0
9	1
10	0
11	0
12	1
13	0
14	0
15	0
16	1
17	3
18	0
19	1
20	0
21	1
22	2
23	0
24	0
25	2
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	5
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	2
57	0
58	2
59	1
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	5
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	1
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	2
103	3
104	2
105	0
106	0
107	0
108	0
109	0
110	0
111	11
112	8
113	1
114	2
115	0
116	0
117	0
118	0
119	0
120	0
121	1
122	1
123	0
124	0
125	0
126	0
127	0
128	2
129	0
130	0
131	1
132	1
133	0
134	4
135	1
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	15
151	8
152	0
153	0
154	0
155	2
156	0
157	2
158	5
159	2
160	15
161	16
162	1
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	3
174	1
175	1
176	5
177	0
178	1
179	4
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	7
188	5
189	2
190	1
191	0
192	1
193	0
194	2
195	4
196	0
197	1
198	5
199	5
200	0
201	0
202	0
203	0
204	0
205	0
206	1
207	0
208	0
209	0
210	0
211	1
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	1
220	5
221	3
222	18
223	1
224	0
225	7
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	1
234	0
235	0
236	0
237	0
238	2
239	1
240	8
241	0
242	1
243	0
244	2
245	2
246	0
247	0
248	1
249	0
250	1
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	1
262	0
263	5
264	0
265	0
266	2
267	0
268	0
269	0
270	0
271	0
272	2
273	0
274	9
275	4
276	2
277	5
278	4
279	0
280	1
281	0
282	0
283	0
284	0
285	0
286	2
287	20
288	18
289	2
290	0
291	0
292	0
293	1
294	2
295	1
296	4
297	1
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	1
309	0
310	1
311	1
312	0
313	1
314	1
315	0
316	0
317	0
318	1
319	0
320	4
321	1
322	3
323	2
324	4
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	2
333	0
334	2
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	13
347	11
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	2
395	0
396	0
397	5
398	2
399	2
400	8
401	12
402	9
403	0
404	1
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	1
415	0
416	0
417	0
418	1
419	1
420	2
421	1
422	0
423	0
424	1
425	0
426	0
427	3
428	1
429	1
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	1
440	1
441	0
442	0
443	0
444	1
445	0
446	0
447	0
448	1
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	1
463	0
464	0
465	0
466	1
467	0
468	2
469	1
470	0
471	0
472	0
473	0
474	2
475	0
476	0
477	1
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	1
489	0
490	0
491	0
492	1
493	0
494	2
495	19
496	13
497	25
498	10
499	1
500	2
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	1
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	1
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	1
543	0
544	0
545	1
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	1
554	2
555	1
556	6
557	5
558	6
559	7
560	1
561	0
562	0
563	0
564	0
565	0
566	0
567	1
568	1
569	18
570	13
571	1
572	0
573	4
574	0
575	1
576	0
577	0
578	0
579	0
580	2
581	0
582	0
583	0
584	2
585	0
586	0
587	0
588	3
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	4
597	0
598	1
599	3
600	1
601	7
602	4
603	0
604	0
605	0
606	1
607	5
608	3
609	1
610	1
611	3
612	0
613	0
614	0
615	0
616	0
617	1
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	6
634	5
635	1
636	1
637	0
638	0
639	1
640	3
641	4
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	1
661	0
662	1
663	0
664	0
665	3
666	0
667	2
668	0
669	0
670	0
671	0
672	1
673	1
674	1
675	1
676	3
677	3
678	0
679	0
680	0
681	1
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	1
704	0
705	0
706	2
707	0
708	6
709	4
710	0
711	0
712	0
713	0
714	5
715	5
716	4
717	0
718	0
719	1
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	2
728	2
729	5
730	10
731	3
732	1
733	1
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	1
743	1
744	1
745	0
746	0
747	0
748	0
749	0
750	0
751	1
752	0
753	0
754	0
755	0
756	0
757	0
758	0
759	0
760	0
761	0
762	1
763	0
764	0
765	0
766	0
767	0
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	0
777	0
778	1
779	0
780	1
781	0
782	1
783	0
784	0
785	0
786	0
787	0
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	0
800	1
801	0
802	0
803	0
804	0
805	0
806	0
807	1
808	23
809	10
810	7
811	3
812	4
813	8
814	4
815	3
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	1
825	0
826	0
827	0
828	1
829	0
830	0
831	2
832	2
833	0
834	0
835	5
836	1
837	4
838	2
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	1
848	0
849	1
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	1
858	0
859	0
860	57
861	324
862	1175
863	3877
864	526
865	14
866	1
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	2
876	0
877	0
878	0
879	0
880	0
881	1
882	0
883	0
884	1
885	1
886	0
887	0
888	1
889	2
890	0
891	2
892	1
893	0
894	2
895	0
896	1
897	1
898	2
899	0
900	0
901	0
902	0
903	0
904	4
905	0
906	1
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	2
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	3
930	11
931	4
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	2
940	0
941	0
942	0
943	0
944	0
945	0
946	0
